Texto;Etiquetado
@andreuwayala oeee jugamos cartas;Neutro
@verroka_27;Neutro
Tio catolica que opinas de los de la u de lima?🐸;Positivo
@khertdpalermo 😭😭😭😭😭;Neutro
@khertdpalermo 😭😭😭;Neutro
@khertdpalermo 😔😔😔;Positivo
@jahaira099 @fiorelaliza.p @maryori.llano @dan99_r @cris_mvelasquez  @joaquindiaaz 😢😢😢😭;Neutro
Que lindo!!! Quiero ir al Capu;Positivo
��;Positivo
@franklro95 Ya quiero verlo 🌻;Positivo
@aleoo05 Lo que te esta esperando 🙌;Positivo
❤❤❤❤❤;Positivo
Los atardeceres y las mañanas en el ultimo piso de central escuchando los pajaritos mientras lees la lectura de tu control :(;Positivo
@nikkeisonia gogogogo;Positivo
@nikkeisonia manos quiero llorar, ahi se ve Ramon 😭😭❣️;Positivo
@antonio.vicente24 @diegoromero.28 @jose_franco_rod @fab.mendoza8  go Ramon;Positivo
@xihudi I'm crying;Positivo
Volver?, nunca estuvimos :'v;Negativo
Tomen foto a la cancha de futbol, una lagrima 😪;Positivo
@amoretsonos la sala cuna y educa :((( siempre pasaba por ahi para ir a letras, era lindo ver a los chikis jugando ❤️;Positivo
@owlsome_lights;Neutro
@krisreyesg 🥺🥺🥺;Neutro
@alexandra_jara  nuestros spots 🥺;Neutro
Te veo en 2023 uu;Positivo
@sebas_fake ya:(;Neutro
@vasquezindira oe tmr uu;Negativo
@jorgecampoloayza 🥺🥺🥺;Neutro
@jimena_calle_15;Neutro
@enedelaguila la ultima foto el pastito de la discordia (los makis);Neutro
Cuando van a haber clases semi-presenciales??;Positivo
��;Neutro
te extraño 😔;Positivo
@karenrodcam @sheythalia miren u.u;Neutro
@stefano.hm alaaaaaa 😭😭😭;Neutro
@valeale999 quema y dueleee 😭;Positivo
��😭😭 Los atardeceres en la universidad eran los mas hermosos del mundo;Positivo
Jardines de Letras y mesitas de ajedrez ♥️;Positivo
Mas agüita al pasto u.u;Negativo
@valeria_rmw palteas;Negativo
��🥺🥺;Neutro
��😭😭😭;Neutro
@melisadulanto31 ❤️❤️;Positivo
@cueva.sandra26 @alvaroevl @cathcueva tan linda la PUCP 💚;Positivo
Coloquen fotos de lugares iconicos.. Cafeta de letras, rotondas de generales, tontodromo, biblioteca, etc etc... Gracias;Negativo
@shamira_her21 no conozco ninguno de esos lugares 🤣💔;Neutro
@shamira_her21 x2 pero se ve hermoso🤩;Positivo
@shamira_her21 Nos debemos una sesion en todos esos lugares❤️😍;Positivo
@brissette2003 @briyitt_gamboa @giadmq19 😭💔;Positivo
Lloro 😭😭💔💔💔;Positivo
@nataliavalles13 la extraño:(((;Positivo
��🥺;Neutro
@luci_mv19 pastitos 😣;Neutro
@daysiceroni Educaaa, los pastos, que feeling!!!! De hecho, un reencuentro en la u csm!!!;Positivo
I miss u;Positivo
@paola2459;Neutro
:'(;Neutro
��🥺🥺🥺;Neutro
��;Neutro
@msfatimaj que lloremos dice;Positivo
@alexandrafl_here waaa;Positivo
@mariafe_chumbiauca24 😩🥺💕;Positivo
@carmen_contreras21 @jharimaventura 🥺🥺🥺;Neutro
Un profesor nos comento que el jefe de jardineros trabajaba desde casa y le enviaban fotos de los jardines para evaluar el trabajo. Felicitaciones por su trabajo! 🙌;Positivo
��🥺🥺;Neutro
��😭😭😭❤️;Positivo
��🥲;Neutro
��;Positivo
��;Neutro
@aletm1233 :(;Neutro
@aletm1233 @pierochavezg 😭😭😭;Neutro
lloro:( @pierochavezg @marilucia_22;Positivo
@immaara @marbuluc84 🥺;Neutro
��;Positivo
@zabrieg.r oe tu quieres que llore no? uu;Negativo
@itsdairasalc 🥺;Neutro
La Biblioteca Central y escuchar de fondo el trinar de los pajaros que acompañan la lectura 📖.;Positivo
@marlon_alay0 @italoacsa momento :c;Positivo
��😭😭;Neutro
Extraño tanto a mi universidad 😭😭😭❤️;Positivo
��🥺🥺😭😭😭;Neutro
@itsdairasalc tomaria 3 horas en carro pero valdria la pena :(;Positivo
@carla_tippe @jagger1504 F;Negativo
��♥️;Positivo
@jasi.lc pronto..;Positivo
Llevo un año en la U y ni la conozco 😭😭;Positivo
@jalexis_castillo mis condolencias;Positivo
@qeeny_solier que fue promocion :(;Neutro
@jalexis_castillo i feel u;Positivo
@brenditaaaa202;Neutro
Veo muchos decir que extrañan la Universidad. Imaginense como nos sentimos los cachimbos 2020 :'v;Positivo
EXTRAÑO TANTOOO!!❤️;Positivo
❤️❤️❤️;Positivo
@leslie.eliz @vanenl19 😭😭 💜;Positivo
@candy.jessica ahi nos tirabamos a dormir 🙄😂🌝;Positivo
El huequito de letras @candy.jessica 😭;Positivo
@mariaguerrero6503 extraño cuando comiamos por educa;Positivo
@milifloresnope @melparedes28 🥺🥺🥺🥺🥺😢😢😢😢😢;Neutro
Que nostalgia!!! 😊;Positivo
@milykmz voy a hacerle screen, para ir  el 2023;Neutro
@zxmarxz 😊😊;Positivo
@milykmz confirmooo;Positivo
@milykmz 😭😭😭😭😭;Neutro
@milykmz CONFIRMO;Positivo
Cuarto piso del Z en verano y ver el atardecer;Neutro
@enzomdvich ay siii! Nuestros almuerzos! 😍💕;Positivo
@lalapradaz que filinn 🥺;Positivo
��;Neutro
@vql;Neutro
@meche.2000 shi 😔;Neutro
@valeriasantos_14 prontito 😩♥️;Positivo
@nathaly_marub 😭😭😭;Neutro
@gabrielcordovac chatito ✨;Neutro
@gabrielcordovac 🥺❤️❤️❤️❤️;Positivo
@gabrielcordovac  los romantikos viendo el sunset 😭;Positivo
extraño ver el sunset en el nuevo complejo con @grisfiorella, @anapaulaservat y la chata (@laanitarosa) luego de comprar granola o fruta en sociales :’);Positivo
Uyuyyyy.. si nostalgia, pero recompensada...La Mejor Universidad del Peru....🙏💗🙏;Positivo
@isabeldeabril al menos la vi ayer mientras me daba un paro por no llegar al aeropuerto aaaaaa;Positivo
@mauricioespinosac la pucpcita ptm 😭😭😭😭;Positivo
@diegoalonzo.gg como se da me entristece en ig? :'(;Positivo
@dia.bautista @dianambrosio 😢;Neutro
Extraño la pucp!!!!! 💗;Positivo
Los jardines son muy bellos;Positivo
@marcelagiuliana x2 :(;Neutro
ya me deprimi :(;Positivo
@mire.valenting dms nostalgia 😢;Positivo
@valerie.penaranda;Neutro
Voa llorar 😭😭😭😭;Positivo
@yuying__hu yo si, en verano 2020 😎;Positivo
@yuying__hu x1000;Positivo
@yuying__hu lloro😞;Positivo
Ni siquiera pude tener una clase 🤣🥲 @mixifer_ @franhatt @alonso_rivera_g;Negativo
��😢😢😢😢;Neutro
#¿NOMBRE?;Neutro
@churro.crudo 😢😢😢😢 cuando regresaremos a clases;Neutro
Gracias! (:;Positivo
@maira.mava love uuuu to the moon;Positivo
@calamba_vicrojcot jajaja a ti en refilo...... y todos ladoa;Neutro
@jazminf27 momento desbloqueado :');Positivo
@maira.mava nos extraño ahi;Positivo
Volverias a la caseta del coro 🥺❤️;Positivo
Las Universidades deben ser protagonistas en el gobierno de Peru.;Neutro
Y el compromiso con los alumnos al no bajar pensiones y obligarlos a desistir de sus estudios?;Negativo
Evidencia n° 47484 de que PUCP sigue siendo una maquina de Zurdos desde tiempos inmemoriales;Negativo
La calidad de vida de la poblacion, depende del respeto que tengan los poderes hacia la gente, ALERTAS A LA DEFENSA DE LA DEMOCRACIA;Neutro
Y la San Pablo??? @ucatolicasanpablo ???;Negativo
Den dia libre para poder ir a marchar!!!;Negativo
Esperemos que el maduro peruano pueda leer este pronunciamiento👏;Negativo
@upao_peru !?;Negativo
@medicina_upch @marcacayetano ??;Negativo
@carmenprado79 Es tu punto de vista y no lo comparto. Saludos;Negativo
@amadormerinoreyna calladito te ves bien pelon 😂😂;Negativo
@nara.lo.183 a llorar al rio federica. 😭😭;Negativo
@amadormerinoreyna no fue golpe🤨🤨🤨🤨;Neutro
Y cuando el ex presidente  Vizcarra cerro inconstitucionalmente el congreso, ustedes se pronciaron en contra del golpe?;Negativo
A eso se llama GOLPE DE ESTADOny ahi en donde las FUERZAS ARMADAS deben intervenir a favor del pueblo, de lo contrario habra una GUERRA CIVIL.🔥;Neutro
@unsch.oficial Donde estas que no te veo 👀;Negativo
@medicina_upch @marcacayetano ?????? Para cuando ...;Negativo
Suspendan las clases en toda las U(s) para marchar tranquilo. Ahi si les creo.;Negativo
Toda la caviarada junta! 😅;Neutro
@sebastiantonioe;Neutro
@udelpacifico;Neutro
��👏👏👏;Positivo
❤️❤️pucp;Positivo
��🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼;Positivo
PUCP❤️❤️❤️;Positivo
En defensa de la democracia y de la SUNEDU;Neutro
Debieron nombrar lo que paso ayer como lo que fue: UN GOLPE DE ESTADO.;Negativo
No vas a separarte ahora que ya todos saben que estuviste involucrada en la vacancia y tienes nexos con Antero!!;Negativo
@ucontinental ☝️☝️;Negativo
♥️;Neutro
��👏;Positivo
Universidades rojas 🤡;Negativo
Esperemos que otras instituciones muestren su postura;Negativo
@udelpacifico y nosotros????;Negativo
@reupunido @participacionup;Neutro
Aprende, @unmsm_;Negativo
Quieren crear universidades pacharacas para lucrar con la educacion y adicional a ello quitar la autoridad a Sunedu. Luchemos para no retroceder en educacion.;Negativo
Me perdi su comunicado cuando si hubo un golpe de estado el 30.09.19. La PUCP como casa de estudios importantisima y mi alma mater debe erigirse por encima de la inmediatez y tendencia de las personas que hoy la dirigen. No debe emitir opiniones politicas circunstanciales.;Negativo
@medicina_upch;Neutro
@nicolediana.00;Neutro
@udepiura @cdcudep @udepiura;Neutro
Me parece muy justo y estoy totalmente de acuerdo..cuenten con mi apoyo..!! TOD@S JUNTO@S LUCHEMOS POR LA DEMOCRACIA Y EN CONTRA DE LA CORRUPCIoN.;Positivo
@jeanpaul._.07;Neutro
@upcedu @upcedu @generacion_upc;Neutro
@upcedu y ustedes que. Tienen carrera de Ciencias politicas por las huevas, solo para seguir sacando plata. Miserables;Negativo
El golpe lo dio Vizcarra no respeto el tiempo del mandato del anterior congreso, nadie dijo nada, todos avalaron. Aprendan a eno elegir politicos ladrones reciclados asi se evitarian dar lastima como pueblo.;Negativo
@andrelu_kobashigawa16;Neutro
@generacion_upc,  @upcedu UPC Tambien quiero verte ahi!;Negativo
��👏🇵🇪👏👏;Positivo
@medicina_upch aloo???;Negativo
Que piensa la PUCP de que sus egresados y el ex director de CENTRUM sean ministros, a mi me da vergüenza;Negativo
Se apoya la iniciativa de NO A LA ELCCIoN DEL TRIBUNAL CONSTITUCIONAL, en estas condiciones donde un congreso no representa al pueblo, y un presidente que solo por intereses personales decidio apoderarse del ejecutivo.;Negativo
Excelente mensaje de nuestra querida PUCP. Lamento que el nuevo ministro de educacion legitime las acciones del congreso.;Positivo
En ninguna parte del comunicado dice que sea un golpe de estado, lo de golpe de estado lo veo en la television;Neutro
@so.lofi ok nini;Neutro
@erik_lino_r Ahre se queria quedar con la ultima palabra. Bueno, bye man.;Negativo
@so.lofi no entendi completo tu escrito, pero bye.;Negativo
@erik_lino_r Este es el link donde puede leer que la PUCP se pronuncia sobre crisis institucional luego del cierre del congreso: https://puntoedu.pucp.edu.pe/noticias/comunicado-de-la-pucp-up-y-uarm-frente-a-la-crisis-institucional/;Neutro
@erik_lino_r Vizcarra no lo hizo porque el quizo, EL PUEBLO QUIZO DISOLVER EL CONGRESO... ESO ES DEMOCRACIA 🇵🇪;Positivo
Permiteme reir 😂, quien es el pueblo tu o Vizcarra y su cupula?;Negativo
@erik_lino_r El pueblo!🇵🇪❤️;Positivo
@erik_lino_r ¿ QUIEN CHUCHA ES MERINO? Recien lo acabo de conocer, eso quiere decir QUE NO HUBO ELECCIONES PRESIDENCIALES.👎;Negativo
@erik_lino_r Erick, por dignidad propia, nacionalizate en otra parte;Negativo
Llego de la misma manera que llego a ser presidente Vizcarra por vacancia del otro, similar como llego Paniagua. Informese entonces porque tan tarde se entera que congresista tiene.;Negativo
@erik_lino_r SI NO HUBO ELECCIONES PRESIDENCIALES, ¿ PORQUE VACARON AL VICEPRESIDENTE?POR CONGRESISTAS CON PARTIDOS POLiTICOS CORRUPTOS;Negativo
@erik_lino_r por que habia de manifestarse y esas lacras estaban haciendo una repartija queriendo mover los miembros del TC a su antojo, al igual que este congreso todos coludidos para sus intereses personales.;Negativo
@joselitoberrocal jajaja ambos congresos lo eligio el pais asi que a llorar a otra parte 😂;Neutro
@erik_lino_r a llorar a otra parte es para mediocres conformistas que no quieren ver la realidad que esta pasando su pais, prefiero levantar mi voz de protesta y no acatar lo que me impone un gobierno que no me representa.;Negativo
@joselitoberrocal levanta tu voz, llora, has tu pataleta etc etc pero las normas estan asi y hay que respetarlas.;Negativo
@erik_lino_r a que normas te refieres, la protesta es un derecho, si este gobierno te representa es cosa tuya, no el de la mayoria, y esa es la funcion de los gobernantes representar y trabajar para intereses del pueblo no intereses propios.;Neutro
@joselitoberrocal a ver te explicare como para Niño de primaria, el congreso es elegido por voluntad popular, el congreso tiene entre sus atribuciones poder vacar a un presidente, cuando se la vacancia y no se tiene vicepresidente asume el presidenta del legislativo, asi esta la norma y lo de la mayoria y demas cosas que pones son patrañas.;Negativo
"@erik_lino_r en ese entonces quieras o no era constitucional, las personas que salen a ""llorar"" como dices son quienes luchan tanto por sus derechos como los tuyos o los mios. Si, escogimos nuevamente un congreso de mierda, pero dime tu como quieres que elijamos bien un congreso si no todas las personas tienen acceso a informarse, yo te hablo desde una posicion privilegiada como la tuya por lo que leo y se que no puedo encontrar tan facilmente toda la informacion de cada candidato y cuando pasan cosas como esta empieza a salir toda la informacion. Yo marcho por la democracia y que el sistema electoral me de la informacion de cada candidato como uno la da al buscar un trabajo porque el pueblo somos los empleadores.";Negativo
@la.munozz la informacion esta, en la ONPE y JNE esta colgado la hoja de vida de los candidatos, es mas en cada departamento se sabe de que pie cojea cada candidato, pero muchos no tienen las ganas de informarse, y si luchas pro la democracia debiste salir cuando Vizcarra cerro el Congreso que fue un acto inconstitucional y que la gente haya apoyado no cambia ello. Asia ir voten bien para que no esten haciendo otra vez marchas, porque si seguimos asi mejor elijamos cada año presidente y congresistas.;Negativo
@erik_lino_r no, no es asi. La informacion que vez ahi no es completa y como dije antes hablas de una posicion privilegiada como yo, pero no todas las personas tienen acceso a Internet, señal o siquiera agua.;Negativo
@la.munozz y que hacemos seguimos esperando voten mal y cada año hacer protestas y salir con la cantaleta de no me representas? Una opcion seria voto voluntario pero es algo complejo porque muchos saldrian a decir que asi nadie votaria etc. Queda votar a conciencia y proporcionar informacion a los que no la tienen.;Neutro
@erik_lino_r te gusta quedar asi 🤡🤡🤡🤡 frente a todo internet?;Negativo
@so.lofi no creo entrar a tu profesion estimada.;Negativo
@erik_lino_r ok, boomer;Neutro
Ya Vizcarra pateo la democracia cuando cerro el anterior Congreso, lastima que ahi no se manifestaron...;Negativo
Excelente mensaje.;Negativo
No saben lo poderoso que es este mensaje ✨;Positivo
Es una pena pero de la SUNEDU no quedara ni el recuerdo. Lamentable.;Negativo
La UNI junto a San Marcos y otras mas son parte de la ANUPP, y esa asociacion esta ahi, ha dado como acuerdo de todos sus integrantes.;Neutro
@jtrigoso8 tu lo haz dicho 🙌;Positivo
@jtrigoso8 aeaaaaa gracias bro );Positivo
@uni_oficial ???;Neutro
UNHEVAL ❤️ PUCP❤️;Negativo
��❤️PUCP 🎶❤️;Positivo
��🏽👏🏽👏🏽👏🏽👏🏽;Positivo
��👏👏;Positivo
��💕💕PUCP💕💕💕;Positivo
@unmsm_ ????;Negativo
��👍👍;Positivo
Miren el mensaje que les deje en dm. Su profesor de idioma se expresa de manera despreciable hacia alumnos de la catolica;Negativo
��;Positivo
@abigail_qb amoooo <3;Positivo
@luzmeryhuarac :);Positivo
��👏👏;Positivo
❤️PUCP;Positivo
En la del centro ni hay derecho creo xd;Negativo
QUE DESGRACIA....Y;Negativo
@marcacayetano @medicina_upch ???;Negativo
@silvia_wong22 tu tmb;Neutro
@andrealrg99 etiqueta a la u;Negativo
@marcacayetano @medicina_upch @posgradoupch Para cuando;Negativo
